#
# Results on Tuesday June 20 2023 17:17:50 UTC
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36
# Design number was non-random = 4
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. PROLIFIC_ID.
# 14. Comments.
1687281470,7df00b1c4c32e0cede7a5256677994ca,PennController,2,0,consent,NULL,PennController,0,_Trial_,Start,1687281240783,613a996383fe819b7cb48941,NULL
1687281470,7df00b1c4c32e0cede7a5256677994ca,PennController,2,0,consent,NULL,PennController,0,_Header_,Start,1687281240783,613a996383fe819b7cb48941,NULL
1687281470,7df00b1c4c32e0cede7a5256677994ca,PennController,2,0,consent,NULL,PennController,0,_Header_,End,1687281240783,613a996383fe819b7cb48941,NULL
1687281470,7df00b1c4c32e0cede7a5256677994ca,PennController,2,0,consent,NULL,PennController,0,_Trial_,End,1687281246216,613a996383fe819b7cb48941,NULL
# Columns below this comment are as follows:
# 14. ID.
# 15. Comments.
1687281470,7df00b1c4c32e0cede7a5256677994ca,PennController,3,0,intro,NULL,PennController,1,_Trial_,Start,1687281246217,613a996383fe819b7cb48941,613a996383fe819b7cb48941,NULL
1687281470,7df00b1c4c32e0cede7a5256677994ca,PennController,3,0,intro,NULL,PennController,1,_Header_,Start,1687281246217,613a996383fe819b7cb48941,613a996383fe819b7cb48941,NULL
1687281470,7df00b1c4c32e0cede7a5256677994ca,PennController,3,0,intro,NULL,PennController,1,_Header_,End,1687281246217,613a996383fe819b7cb48941,613a996383fe819b7cb48941,NULL
1687281470,7df00b1c4c32e0cede7a5256677994ca,PennController,3,0,intro,NULL,PennController,1,_Trial_,End,1687281255767,613a996383fe819b7cb48941,613a996383fe819b7cb48941,NULL
# Columns below this comment are as follows:
# 15. item_number.
# 16. item.
# 17. type.
# 18. Group.
# 19. prog.
# 20. prev_image.
# 21. next_image.
# 22. height.
# 23. Comments.
1687281470,7df00b1c4c32e0cede7a5256677994ca,PennController,20,0,experiment,NULL,PennController,19,_Trial_,Start,1687281255769,613a996383fe819b7cb48941,613a996383fe819b7cb48941,17,roll,critical,B,75,roll65.jpg,roll85.jpg,nogoal,NULL
1687281470,7df00b1c4c32e0cede7a5256677994ca,PennController,20,0,experiment,NULL,PennController,19,_Header_,Start,1687281255769,613a996383fe819b7cb48941,613a996383fe819b7cb48941,17,roll,critical,B,75,roll65.jpg,roll85.jpg,nogoal,NULL
1687281470,7df00b1c4c32e0cede7a5256677994ca,PennController,20,0,experiment,NULL,PennController,19,_Header_,End,1687281255769,613a996383fe819b7cb48941,613a996383fe819b7cb48941,17,roll,critical,B,75,roll65.jpg,roll85.jpg,nogoal,NULL
1687281470,7df00b1c4c32e0cede7a5256677994ca,PennController,20,0,experiment,NULL,Canvas,canvas6,Print,NA,1687281261449,613a996383fe819b7cb48941,613a996383fe819b7cb48941,17,roll,critical,B,75,roll65.jpg,roll85.jpg,nogoal,NULL
1687281470,7df00b1c4c32e0cede7a5256677994ca,PennController,20,0,experiment,NULL,Video,progression,buffer,0.002975,1687281257286,613a996383fe819b7cb48941,613a996383fe819b7cb48941,17,roll,critical,B,75,roll65.jpg,roll85.jpg,nogoal,NULL
1687281470,7df00b1c4c32e0cede7a5256677994ca,PennController,20,0,experiment,NULL,Selector,choice,Selection,option2,1687281267455,613a996383fe819b7cb48941,613a996383fe819b7cb48941,17,roll,critical,B,75,roll65.jpg,roll85.jpg,nogoal,option2;option1
1687281470,7df00b1c4c32e0cede7a5256677994ca,PennController,20,0,experiment,NULL,PennController,19,_Trial_,End,1687281267456,613a996383fe819b7cb48941,613a996383fe819b7cb48941,17,roll,critical,B,75,roll65.jpg,roll85.jpg,nogoal,NULL
1687281470,7df00b1c4c32e0cede7a5256677994ca,PennController,4,0,experiment,NULL,PennController,3,_Trial_,Start,1687281267457,613a996383fe819b7cb48941,613a996383fe819b7cb48941,1,vase,critical,B,50,vase40.jpg,vase60.jpg,nogoal,NULL
1687281470,7df00b1c4c32e0cede7a5256677994ca,PennController,4,0,experiment,NULL,PennController,3,_Header_,Start,1687281267457,613a996383fe819b7cb48941,613a996383fe819b7cb48941,1,vase,critical,B,50,vase40.jpg,vase60.jpg,nogoal,NULL
1687281470,7df00b1c4c32e0cede7a5256677994ca,PennController,4,0,experiment,NULL,PennController,3,_Header_,End,1687281267457,613a996383fe819b7cb48941,613a996383fe819b7cb48941,1,vase,critical,B,50,vase40.jpg,vase60.jpg,nogoal,NULL
