#
# Results on Monday June 19 2023 15:44:31 UTC
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. sonaID.
# 14. Comments.
1687189471,6e0951818889afaf0fb3bb4db8e40557,PennController,2,0,consent,NULL,PennController,0,_Trial_,Start,1687189195489,60806b3eedf64f508355a746,NULL
1687189471,6e0951818889afaf0fb3bb4db8e40557,PennController,2,0,consent,NULL,PennController,0,_Header_,Start,1687189195489,60806b3eedf64f508355a746,NULL
1687189471,6e0951818889afaf0fb3bb4db8e40557,PennController,2,0,consent,NULL,PennController,0,_Header_,End,1687189195610,60806b3eedf64f508355a746,NULL
1687189471,6e0951818889afaf0fb3bb4db8e40557,PennController,2,0,consent,NULL,PennController,0,_Trial_,End,1687189198015,60806b3eedf64f508355a746,NULL
# Columns below this comment are as follows:
# 14. ID.
# 15. Comments.
1687189471,6e0951818889afaf0fb3bb4db8e40557,PennController,3,0,intro,NULL,PennController,1,_Trial_,Start,1687189198017,60806b3eedf64f508355a746,sdtsrjn,NULL
1687189471,6e0951818889afaf0fb3bb4db8e40557,PennController,3,0,intro,NULL,PennController,1,_Header_,Start,1687189198017,60806b3eedf64f508355a746,sdtsrjn,NULL
1687189471,6e0951818889afaf0fb3bb4db8e40557,PennController,3,0,intro,NULL,PennController,1,_Header_,End,1687189198017,60806b3eedf64f508355a746,sdtsrjn,NULL
1687189471,6e0951818889afaf0fb3bb4db8e40557,PennController,3,0,intro,NULL,PennController,1,_Trial_,End,1687189201962,60806b3eedf64f508355a746,sdtsrjn,NULL
# Columns below this comment are as follows:
# 15. item_number.
# 16. item.
# 17. type.
# 18. Group.
# 19. prog.
# 20. condition.
# 21. height.
# 22. exp2trials.
# 23. Comments.
1687189471,6e0951818889afaf0fb3bb4db8e40557,PennController,25,0,experiment,NULL,PennController,24,_Trial_,Start,1687189201963,60806b3eedf64f508355a746,sdtsrjn,22,wall,filler,A,25,goal,GoalB,exp2trials,NULL
1687189471,6e0951818889afaf0fb3bb4db8e40557,PennController,25,0,experiment,NULL,PennController,24,_Header_,Start,1687189201963,60806b3eedf64f508355a746,sdtsrjn,22,wall,filler,A,25,goal,GoalB,exp2trials,NULL
1687189471,6e0951818889afaf0fb3bb4db8e40557,PennController,25,0,experiment,NULL,PennController,24,_Header_,End,1687189201963,60806b3eedf64f508355a746,sdtsrjn,22,wall,filler,A,25,goal,GoalB,exp2trials,NULL
1687189471,6e0951818889afaf0fb3bb4db8e40557,PennController,25,0,experiment,NULL,Video,progression,buffer,0.004829,1687189205496,60806b3eedf64f508355a746,sdtsrjn,22,wall,filler,A,25,goal,GoalB,exp2trials,NULL
1687189471,6e0951818889afaf0fb3bb4db8e40557,PennController,25,0,experiment,NULL,VideoScrubber,slider-input,SelectedFrame,55,1687189207661,60806b3eedf64f508355a746,sdtsrjn,22,wall,filler,A,25,goal,GoalB,exp2trials,NULL
1687189471,6e0951818889afaf0fb3bb4db8e40557,PennController,25,0,experiment,NULL,PennController,24,_Trial_,End,1687189208458,60806b3eedf64f508355a746,sdtsrjn,22,wall,filler,A,25,goal,GoalB,exp2trials,NULL
1687189471,6e0951818889afaf0fb3bb4db8e40557,PennController,11,0,experiment,NULL,PennController,10,_Trial_,Start,1687189208460,60806b3eedf64f508355a746,sdtsrjn,8,cucumber,critical,A,50,goal,low,exp2trials,NULL
1687189471,6e0951818889afaf0fb3bb4db8e40557,PennController,11,0,experiment,NULL,PennController,10,_Header_,Start,1687189208460,60806b3eedf64f508355a746,sdtsrjn,8,cucumber,critical,A,50,goal,low,exp2trials,NULL
1687189471,6e0951818889afaf0fb3bb4db8e40557,PennController,11,0,experiment,NULL,PennController,10,_Header_,End,1687189208460,60806b3eedf64f508355a746,sdtsrjn,8,cucumber,critical,A,50,goal,low,exp2trials,NULL
1687189471,6e0951818889afaf0fb3bb4db8e40557,PennController,11,0,experiment,NULL,Video,progression,buffer,0.001886,1687189211979,60806b3eedf64f508355a746,sdtsrjn,8,cucumber,critical,A,50,goal,low,exp2trials,NULL
