#
# Results on Thursday June 22 2023 17:08:03 UTC
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36
# Design number was non-random = 129
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. ProlificID.
# 14. Comments.
1687453683,b6bc559656873359236d1168eb9a00e7,PennController,2,0,consent,NULL,PennController,0,_Trial_,Start,1687453284010,647233aad73dfe972057b786,NULL
1687453683,b6bc559656873359236d1168eb9a00e7,PennController,2,0,consent,NULL,PennController,0,_Header_,Start,1687453284010,647233aad73dfe972057b786,NULL
1687453683,b6bc559656873359236d1168eb9a00e7,PennController,2,0,consent,NULL,PennController,0,_Header_,End,1687453284233,647233aad73dfe972057b786,NULL
1687453683,b6bc559656873359236d1168eb9a00e7,PennController,2,0,consent,NULL,PennController,0,_Trial_,End,1687453292106,647233aad73dfe972057b786,NULL
# Columns below this comment are as follows:
# 14. ID.
# 15. Comments.
1687453683,b6bc559656873359236d1168eb9a00e7,PennController,3,0,intro,NULL,PennController,1,_Trial_,Start,1687453292109,647233aad73dfe972057b786,647233aad73dfe972057b786,NULL
1687453683,b6bc559656873359236d1168eb9a00e7,PennController,3,0,intro,NULL,PennController,1,_Header_,Start,1687453292109,647233aad73dfe972057b786,647233aad73dfe972057b786,NULL
1687453683,b6bc559656873359236d1168eb9a00e7,PennController,3,0,intro,NULL,PennController,1,_Header_,End,1687453292109,647233aad73dfe972057b786,647233aad73dfe972057b786,NULL
1687453683,b6bc559656873359236d1168eb9a00e7,PennController,3,0,intro,NULL,PennController,1,_Trial_,End,1687453297645,647233aad73dfe972057b786,647233aad73dfe972057b786,NULL
# Columns below this comment are as follows:
# 15. item_number.
# 16. item.
# 17. type.
# 18. Group.
# 19. prog.
# 20. condition.
# 21. height.
# 22. exp2trials.
# 23. Comments.
1687453683,b6bc559656873359236d1168eb9a00e7,PennController,32,0,experiment,NULL,PennController,31,_Trial_,Start,1687453297649,647233aad73dfe972057b786,647233aad73dfe972057b786,29,frog,filler,D,50,goal,GoalB,exp2trials,NULL
1687453683,b6bc559656873359236d1168eb9a00e7,PennController,32,0,experiment,NULL,PennController,31,_Header_,Start,1687453297649,647233aad73dfe972057b786,647233aad73dfe972057b786,29,frog,filler,D,50,goal,GoalB,exp2trials,NULL
1687453683,b6bc559656873359236d1168eb9a00e7,PennController,32,0,experiment,NULL,PennController,31,_Header_,End,1687453297649,647233aad73dfe972057b786,647233aad73dfe972057b786,29,frog,filler,D,50,goal,GoalB,exp2trials,NULL
1687453683,b6bc559656873359236d1168eb9a00e7,PennController,32,0,experiment,NULL,Video,progression,buffer,0.002666,1687453301190,647233aad73dfe972057b786,647233aad73dfe972057b786,29,frog,filler,D,50,goal,GoalB,exp2trials,NULL
1687453683,b6bc559656873359236d1168eb9a00e7,PennController,32,0,experiment,NULL,VideoScrubber,slider-input,SelectedFrame,5,1687453304383,647233aad73dfe972057b786,647233aad73dfe972057b786,29,frog,filler,D,50,goal,GoalB,exp2trials,NULL
1687453683,b6bc559656873359236d1168eb9a00e7,PennController,32,0,experiment,NULL,PennController,31,_Trial_,End,1687453322517,647233aad73dfe972057b786,647233aad73dfe972057b786,29,frog,filler,D,50,goal,GoalB,exp2trials,NULL
1687453683,b6bc559656873359236d1168eb9a00e7,PennController,21,0,experiment,NULL,PennController,20,_Trial_,Start,1687453322522,647233aad73dfe972057b786,647233aad73dfe972057b786,18,ball,critical,D,75,goal,high,exp2trials,NULL
1687453683,b6bc559656873359236d1168eb9a00e7,PennController,21,0,experiment,NULL,PennController,20,_Header_,Start,1687453322522,647233aad73dfe972057b786,647233aad73dfe972057b786,18,ball,critical,D,75,goal,high,exp2trials,NULL
1687453683,b6bc559656873359236d1168eb9a00e7,PennController,21,0,experiment,NULL,PennController,20,_Header_,End,1687453322522,647233aad73dfe972057b786,647233aad73dfe972057b786,18,ball,critical,D,75,goal,high,exp2trials,NULL
1687453683,b6bc559656873359236d1168eb9a00e7,PennController,21,0,experiment,NULL,Video,progression,buffer,0.009484,1687453326075,647233aad73dfe972057b786,647233aad73dfe972057b786,18,ball,critical,D,75,goal,high,exp2trials,NULL
