#
# Results on Thursday June 22 2023 17:10:51 UTC
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36
# Design number was non-random = 134
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. PennElementType.
# 9. PennElementName.
# 10. Parameter.
# 11. Value.
# 12. EventTime.
# 13. ProlificID.
# 14. Comments.
1687453851,63e0dfbb37a4eea430e273f005816fca,PennController,2,0,consent,NULL,PennController,0,_Trial_,Start,1687453403266,612d3c234b9f1bc1ad165280,NULL
1687453851,63e0dfbb37a4eea430e273f005816fca,PennController,2,0,consent,NULL,PennController,0,_Header_,Start,1687453403266,612d3c234b9f1bc1ad165280,NULL
1687453851,63e0dfbb37a4eea430e273f005816fca,PennController,2,0,consent,NULL,PennController,0,_Header_,End,1687453403268,612d3c234b9f1bc1ad165280,NULL
1687453851,63e0dfbb37a4eea430e273f005816fca,PennController,2,0,consent,NULL,PennController,0,_Trial_,End,1687453407267,612d3c234b9f1bc1ad165280,NULL
# Columns below this comment are as follows:
# 14. ID.
# 15. Comments.
1687453851,63e0dfbb37a4eea430e273f005816fca,PennController,3,0,intro,NULL,PennController,1,_Trial_,Start,1687453407277,612d3c234b9f1bc1ad165280,612d3c234b9f1bc1ad165280,NULL
1687453851,63e0dfbb37a4eea430e273f005816fca,PennController,3,0,intro,NULL,PennController,1,_Header_,Start,1687453407277,612d3c234b9f1bc1ad165280,612d3c234b9f1bc1ad165280,NULL
1687453851,63e0dfbb37a4eea430e273f005816fca,PennController,3,0,intro,NULL,PennController,1,_Header_,End,1687453407277,612d3c234b9f1bc1ad165280,612d3c234b9f1bc1ad165280,NULL
1687453851,63e0dfbb37a4eea430e273f005816fca,PennController,3,0,intro,NULL,PennController,1,_Trial_,End,1687453410035,612d3c234b9f1bc1ad165280,612d3c234b9f1bc1ad165280,NULL
# Columns below this comment are as follows:
# 15. item_number.
# 16. item.
# 17. type.
# 18. Group.
# 19. prog.
# 20. condition.
# 21. height.
# 22. exp2trials.
# 23. Comments.
1687453851,63e0dfbb37a4eea430e273f005816fca,PennController,29,0,experiment,NULL,PennController,28,_Trial_,Start,1687453410065,612d3c234b9f1bc1ad165280,612d3c234b9f1bc1ad165280,26,sandwich,filler,I,25,nogoal,none,exp2trials,NULL
1687453851,63e0dfbb37a4eea430e273f005816fca,PennController,29,0,experiment,NULL,PennController,28,_Header_,Start,1687453410065,612d3c234b9f1bc1ad165280,612d3c234b9f1bc1ad165280,26,sandwich,filler,I,25,nogoal,none,exp2trials,NULL
1687453851,63e0dfbb37a4eea430e273f005816fca,PennController,29,0,experiment,NULL,PennController,28,_Header_,End,1687453410066,612d3c234b9f1bc1ad165280,612d3c234b9f1bc1ad165280,26,sandwich,filler,I,25,nogoal,none,exp2trials,NULL
1687453851,63e0dfbb37a4eea430e273f005816fca,PennController,29,0,experiment,NULL,Video,progression,buffer,0.024411,1687453413699,612d3c234b9f1bc1ad165280,612d3c234b9f1bc1ad165280,26,sandwich,filler,I,25,nogoal,none,exp2trials,NULL
1687453851,63e0dfbb37a4eea430e273f005816fca,PennController,29,0,experiment,NULL,VideoScrubber,slider-input,SelectedFrame,30,1687453415893,612d3c234b9f1bc1ad165280,612d3c234b9f1bc1ad165280,26,sandwich,filler,I,25,nogoal,none,exp2trials,NULL
1687453851,63e0dfbb37a4eea430e273f005816fca,PennController,29,0,experiment,NULL,PennController,28,_Trial_,End,1687453422567,612d3c234b9f1bc1ad165280,612d3c234b9f1bc1ad165280,26,sandwich,filler,I,25,nogoal,none,exp2trials,NULL
1687453851,63e0dfbb37a4eea430e273f005816fca,PennController,12,0,experiment,NULL,PennController,11,_Trial_,Start,1687453422577,612d3c234b9f1bc1ad165280,612d3c234b9f1bc1ad165280,9,cake,critical,I,50,nogoal,none,exp2trials,NULL
1687453851,63e0dfbb37a4eea430e273f005816fca,PennController,12,0,experiment,NULL,PennController,11,_Header_,Start,1687453422578,612d3c234b9f1bc1ad165280,612d3c234b9f1bc1ad165280,9,cake,critical,I,50,nogoal,none,exp2trials,NULL
1687453851,63e0dfbb37a4eea430e273f005816fca,PennController,12,0,experiment,NULL,PennController,11,_Header_,End,1687453422578,612d3c234b9f1bc1ad165280,612d3c234b9f1bc1ad165280,9,cake,critical,I,50,nogoal,none,exp2trials,NULL
1687453851,63e0dfbb37a4eea430e273f005816fca,PennController,12,0,experiment,NULL,Video,progression,buffer,0.026901,1687453426184,612d3c234b9f1bc1ad165280,612d3c234b9f1bc1ad165280,9,cake,critical,I,50,nogoal,none,exp2trials,NULL
